"","data3.DspProbCodeDescription","data3.PrimaryProbDescription","Freq"
"2096","Paralysis/Spinal Trauma","Obstruc./Anatomical/Med/Other",0
"2097","Poisoning/Toxic Exposure","Obstruc./Anatomical/Med/Other",0
"2098","Resp. Arrest","Obstruc./Anatomical/Med/Other",0
"2099","Resp. Disease","Obstruc./Anatomical/Med/Other",0
"2100","Resp. Distress","Obstruc./Anatomical/Med/Other",0
"2101","Seizure/Post Ictal","Obstruc./Anatomical/Med/Other",0
"2102","Sepsis (Prev. Dx)","Obstruc./Anatomical/Med/Other",0
"2103","Stroke/TIA","Obstruc./Anatomical/Med/Other",0
"2104","Syncope","Obstruc./Anatomical/Med/Other",0
"2105","Trauma Unknown (Dispatch Only)","Obstruc./Anatomical/Med/Other",0
"2106","Traumatic Arrest","Obstruc./Anatomical/Med/Other",0
"2107","Treatment - Diagnostic/Return","Obstruc./Anatomical/Med/Other",0
"2108","Unconscious","Obstruc./Anatomical/Med/Other",0
"2109","Unknown (Dispatch Only)","Obstruc./Anatomical/Med/Other",0
"2110","","Obstruc./Foreign Body",0
"2111","Abdominal Pain NYD","Obstruc./Foreign Body",0
"2112","Abdominal Trauma","Obstruc./Foreign Body",0
"2113","Airway Trauma","Obstruc./Foreign Body",0
"2114","Alcohol Intoxication","Obstruc./Foreign Body",0
"2115","Altered LOC","Obstruc./Foreign Body",0
"2116","Anaphylaxis","Obstruc./Foreign Body",0
"2117","Back Pain","Obstruc./Foreign Body",0
"2118","Behaviour/Psychiatric","Obstruc./Foreign Body",0
"2119","Cardiac Trauma","Obstruc./Foreign Body",0
"2120","Cardiac/Medical Arrest","Obstruc./Foreign Body",0
"2121","Chest Trauma","Obstruc./Foreign Body",0
"2122","CHF","Obstruc./Foreign Body",0
"2123","Confusion/Disorientation","Obstruc./Foreign Body",0
"2124","Convalescent/Invalid/Return Home","Obstruc./Foreign Body",0
"2125","Diabetic Emergency","Obstruc./Foreign Body",0
"2126","Drug Overdose","Obstruc./Foreign Body",0
"2127","Exposure","Obstruc./Foreign Body",0
"2128","General Illness/Weakness","Obstruc./Foreign Body",0
"2129","GI Problems/Pain/Vomiting/Nausea","Obstruc./Foreign Body",0
"2130","GU Problem/Pain","Obstruc./Foreign Body",0
"2131","Gynecological Emergency","Obstruc./Foreign Body",0
"2132","Head/Brain Trauma","Obstruc./Foreign Body",0
"2133","Headache","Obstruc./Foreign Body",0
"2134","Hemorrhage Minor","Obstruc./Foreign Body",0
"2135","Hemorrhage/Hypovolemia Major","Obstruc./Foreign Body",0
"2136","Hypotension Non-Traumatic","Obstruc./Foreign Body",0
"2137","Inhalation Injury","Obstruc./Foreign Body",0
"2138","Ischemic Chest Pain","Obstruc./Foreign Body",0
"2139","Lift Assist (Dispatch Only)","Obstruc./Foreign Body",0
"2140","Local Allergic Reaction","Obstruc./Foreign Body",0
"2141","Musk/Skel Trauma","Obstruc./Foreign Body",0
"2142","MVC (Dispatch Only)","Obstruc./Foreign Body",0
"2143","Myocardial Infarction(Dx)","Obstruc./Foreign Body",0
"2144","Newborn/Neonatal","Obstruc./Foreign Body",0
"2145","Obstetrical Emergency","Obstruc./Foreign Body",0
"2146","Obstruc./Anatomical/Med/Other","Obstruc./Foreign Body",0
"2147","Obstruc./Foreign Body","Obstruc./Foreign Body",2
"2148","Organ Donor","Obstruc./Foreign Body",0
"2149","Organ Retrieval","Obstruc./Foreign Body",0
"2150","Other Cardiac","Obstruc./Foreign Body",0
"2151","Other Medical/Trauma","Obstruc./Foreign Body",0
"2152","Palpitations","Obstruc./Foreign Body",0
"2153","Paralysis/Spinal Trauma","Obstruc./Foreign Body",0
"2154","Poisoning/Toxic Exposure","Obstruc./Foreign Body",0
"2155","Resp. Arrest","Obstruc./Foreign Body",1
"2156","Resp. Disease","Obstruc./Foreign Body",0
"2157","Resp. Distress","Obstruc./Foreign Body",0
"2158","Seizure/Post Ictal","Obstruc./Foreign Body",0
"2159","Sepsis (Prev. Dx)","Obstruc./Foreign Body",0
"2160","Stroke/TIA","Obstruc./Foreign Body",0
"2161","Syncope","Obstruc./Foreign Body",1
"2162","Trauma Unknown (Dispatch Only)","Obstruc./Foreign Body",0
"2163","Traumatic Arrest","Obstruc./Foreign Body",0
"2164","Treatment - Diagnostic/Return","Obstruc./Foreign Body",0
"2165","Unconscious","Obstruc./Foreign Body",1
"2166","Unknown (Dispatch Only)","Obstruc./Foreign Body",0
"2167","","Organ Recipient",0
"2168","Abdominal Pain NYD","Organ Recipient",0
"2169","Abdominal Trauma","Organ Recipient",0
"2170","Airway Trauma","Organ Recipient",0
"2171","Alcohol Intoxication","Organ Recipient",0
"2172","Altered LOC","Organ Recipient",0
"2173","Anaphylaxis","Organ Recipient",0
"2174","Back Pain","Organ Recipient",0
"2175","Behaviour/Psychiatric","Organ Recipient",0
"2176","Cardiac Trauma","Organ Recipient",0
"2177","Cardiac/Medical Arrest","Organ Recipient",0
"2178","Chest Trauma","Organ Recipient",0
"2179","CHF","Organ Recipient",0
"2180","Confusion/Disorientation","Organ Recipient",0
"2181","Convalescent/Invalid/Return Home","Organ Recipient",0
"2182","Diabetic Emergency","Organ Recipient",0
"2183","Drug Overdose","Organ Recipient",0
"2184","Exposure","Organ Recipient",0
"2185","General Illness/Weakness","Organ Recipient",0
"2186","GI Problems/Pain/Vomiting/Nausea","Organ Recipient",0
"2187","GU Problem/Pain","Organ Recipient",0
"2188","Gynecological Emergency","Organ Recipient",0
"2189","Head/Brain Trauma","Organ Recipient",0
"2190","Headache","Organ Recipient",0
"2191","Hemorrhage Minor","Organ Recipient",0
"2192","Hemorrhage/Hypovolemia Major","Organ Recipient",0
"2193","Hypotension Non-Traumatic","Organ Recipient",0
"2194","Inhalation Injury","Organ Recipient",0
"2195","Ischemic Chest Pain","Organ Recipient",0
"2196","Lift Assist (Dispatch Only)","Organ Recipient",0
"2197","Local Allergic Reaction","Organ Recipient",0
"2198","Musk/Skel Trauma","Organ Recipient",0
"2199","MVC (Dispatch Only)","Organ Recipient",0
"2200","Myocardial Infarction(Dx)","Organ Recipient",0
"2201","Newborn/Neonatal","Organ Recipient",0
"2202","Obstetrical Emergency","Organ Recipient",0
"2203","Obstruc./Anatomical/Med/Other","Organ Recipient",0
"2204","Obstruc./Foreign Body","Organ Recipient",0
"2205","Organ Donor","Organ Recipient",0
"2206","Organ Retrieval","Organ Recipient",0
"2207","Other Cardiac","Organ Recipient",0
"2208","Other Medical/Trauma","Organ Recipient",1
"2209","Palpitations","Organ Recipient",0
"2210","Paralysis/Spinal Trauma","Organ Recipient",0
"2211","Poisoning/Toxic Exposure","Organ Recipient",0
"2212","Resp. Arrest","Organ Recipient",0
"2213","Resp. Disease","Organ Recipient",0
"2214","Resp. Distress","Organ Recipient",0
"2215","Seizure/Post Ictal","Organ Recipient",0
"2216","Sepsis (Prev. Dx)","Organ Recipient",0
"2217","Stroke/TIA","Organ Recipient",1
"2218","Syncope","Organ Recipient",0
"2219","Trauma Unknown (Dispatch Only)","Organ Recipient",0
"2220","Traumatic Arrest","Organ Recipient",0
"2221","Treatment - Diagnostic/Return","Organ Recipient",0
"2222","Unconscious","Organ Recipient",0
"2223","Unknown (Dispatch Only)","Organ Recipient",0
"2224","","Organ Retrieval",1
"2225","Abdominal Pain NYD","Organ Retrieval",0
"2226","Abdominal Trauma","Organ Retrieval",0
"2227","Airway Trauma","Organ Retrieval",0
"2228","Alcohol Intoxication","Organ Retrieval",0
"2229","Altered LOC","Organ Retrieval",0
"2230","Anaphylaxis","Organ Retrieval",0
"2231","Back Pain","Organ Retrieval",0
"2232","Behaviour/Psychiatric","Organ Retrieval",0
"2233","Cardiac Trauma","Organ Retrieval",0
"2234","Cardiac/Medical Arrest","Organ Retrieval",0
"2235","Chest Trauma","Organ Retrieval",0
"2236","CHF","Organ Retrieval",0
"2237","Confusion/Disorientation","Organ Retrieval",0
"2238","Convalescent/Invalid/Return Home","Organ Retrieval",0
"2239","Diabetic Emergency","Organ Retrieval",0
"2240","Drug Overdose","Organ Retrieval",0
"2241","Exposure","Organ Retrieval",0
"2242","General Illness/Weakness","Organ Retrieval",0
"2243","GI Problems/Pain/Vomiting/Nausea","Organ Retrieval",0
"2244","GU Problem/Pain","Organ Retrieval",0
"2245","Gynecological Emergency","Organ Retrieval",0
"2246","Head/Brain Trauma","Organ Retrieval",0
"2247","Headache","Organ Retrieval",0
"2248","Hemorrhage Minor","Organ Retrieval",0
"2249","Hemorrhage/Hypovolemia Major","Organ Retrieval",0
"2250","Hypotension Non-Traumatic","Organ Retrieval",0
"2251","Inhalation Injury","Organ Retrieval",0
"2252","Ischemic Chest Pain","Organ Retrieval",0
"2253","Lift Assist (Dispatch Only)","Organ Retrieval",0
"2254","Local Allergic Reaction","Organ Retrieval",0
"2255","Musk/Skel Trauma","Organ Retrieval",0
"2256","MVC (Dispatch Only)","Organ Retrieval",0
"2257","Myocardial Infarction(Dx)","Organ Retrieval",0
"2258","Newborn/Neonatal","Organ Retrieval",0
"2259","Obstetrical Emergency","Organ Retrieval",0
"2260","Obstruc./Anatomical/Med/Other","Organ Retrieval",0
"2261","Obstruc./Foreign Body","Organ Retrieval",0
"2262","Organ Donor","Organ Retrieval",0
"2263","Organ Retrieval","Organ Retrieval",0
"2264","Other Cardiac","Organ Retrieval",0
"2265","Other Medical/Trauma","Organ Retrieval",0
"2266","Palpitations","Organ Retrieval",0
"2267","Paralysis/Spinal Trauma","Organ Retrieval",0
"2268","Poisoning/Toxic Exposure","Organ Retrieval",0
"2269","Resp. Arrest","Organ Retrieval",0
"2270","Resp. Disease","Organ Retrieval",0
"2271","Resp. Distress","Organ Retrieval",0
"2272","Seizure/Post Ictal","Organ Retrieval",0
"2273","Sepsis (Prev. Dx)","Organ Retrieval",0
"2274","Stroke/TIA","Organ Retrieval",0
"2275","Syncope","Organ Retrieval",0
"2276","Trauma Unknown (Dispatch Only)","Organ Retrieval",0
"2277","Traumatic Arrest","Organ Retrieval",0
"2278","Treatment - Diagnostic/Return","Organ Retrieval",0
"2279","Unconscious","Organ Retrieval",0
"2280","Unknown (Dispatch Only)","Organ Retrieval",0
"2281","","Other Cardiac",32
"2282","Abdominal Pain NYD","Other Cardiac",0
"2283","Abdominal Trauma","Other Cardiac",0
"2284","Airway Trauma","Other Cardiac",0
"2285","Alcohol Intoxication","Other Cardiac",0
"2286","Altered LOC","Other Cardiac",1
"2287","Anaphylaxis","Other Cardiac",0
"2288","Back Pain","Other Cardiac",0
"2289","Behaviour/Psychiatric","Other Cardiac",0
"2290","Cardiac Trauma","Other Cardiac",1
"2291","Cardiac/Medical Arrest","Other Cardiac",1
"2292","Chest Trauma","Other Cardiac",0
"2293","CHF","Other Cardiac",0
"2294","Confusion/Disorientation","Other Cardiac",0
"2295","Convalescent/Invalid/Return Home","Other Cardiac",0
"2296","Diabetic Emergency","Other Cardiac",1
"2297","Drug Overdose","Other Cardiac",0
"2298","Exposure","Other Cardiac",0
"2299","General Illness/Weakness","Other Cardiac",0
"2300","GI Problems/Pain/Vomiting/Nausea","Other Cardiac",0
"2301","GU Problem/Pain","Other Cardiac",0
"2302","Gynecological Emergency","Other Cardiac",1
"2303","Head/Brain Trauma","Other Cardiac",0
"2304","Headache","Other Cardiac",0
"2305","Hemorrhage Minor","Other Cardiac",0
"2306","Hemorrhage/Hypovolemia Major","Other Cardiac",0
"2307","Hypotension Non-Traumatic","Other Cardiac",1
"2308","Inhalation Injury","Other Cardiac",0
"2309","Ischemic Chest Pain","Other Cardiac",43
"2310","Lift Assist (Dispatch Only)","Other Cardiac",0
"2311","Local Allergic Reaction","Other Cardiac",0
"2312","Musk/Skel Trauma","Other Cardiac",0
"2313","MVC (Dispatch Only)","Other Cardiac",0
"2314","Myocardial Infarction(Dx)","Other Cardiac",0
"2315","Newborn/Neonatal","Other Cardiac",0
"2316","Obstetrical Emergency","Other Cardiac",0
"2317","Obstruc./Anatomical/Med/Other","Other Cardiac",0
"2318","Obstruc./Foreign Body","Other Cardiac",0
"2319","Organ Donor","Other Cardiac",0
"2320","Organ Retrieval","Other Cardiac",0
"2321","Other Cardiac","Other Cardiac",68
"2322","Other Medical/Trauma","Other Cardiac",6
"2323","Palpitations","Other Cardiac",3
"2324","Paralysis/Spinal Trauma","Other Cardiac",0
"2325","Poisoning/Toxic Exposure","Other Cardiac",0
"2326","Resp. Arrest","Other Cardiac",0
"2327","Resp. Disease","Other Cardiac",0
"2328","Resp. Distress","Other Cardiac",14
"2329","Seizure/Post Ictal","Other Cardiac",0
"2330","Sepsis (Prev. Dx)","Other Cardiac",0
"2331","Stroke/TIA","Other Cardiac",2
"2332","Syncope","Other Cardiac",4
"2333","Trauma Unknown (Dispatch Only)","Other Cardiac",0
"2334","Traumatic Arrest","Other Cardiac",0
"2335","Treatment - Diagnostic/Return","Other Cardiac",1
"2336","Unconscious","Other Cardiac",3
"2337","Unknown (Dispatch Only)","Other Cardiac",1
"2338","","Other Medical/Trauma",139
"2339","Abdominal Pain NYD","Other Medical/Trauma",9
"2340","Abdominal Trauma","Other Medical/Trauma",0
"2341","Airway Trauma","Other Medical/Trauma",0
"2342","Alcohol Intoxication","Other Medical/Trauma",0
"2343","Altered LOC","Other Medical/Trauma",4
"2344","Anaphylaxis","Other Medical/Trauma",3
"2345","Back Pain","Other Medical/Trauma",2
"2346","Behaviour/Psychiatric","Other Medical/Trauma",1
"2347","Cardiac Trauma","Other Medical/Trauma",1
"2348","Cardiac/Medical Arrest","Other Medical/Trauma",10
"2349","Chest Trauma","Other Medical/Trauma",0
"2350","CHF","Other Medical/Trauma",0
"2351","Confusion/Disorientation","Other Medical/Trauma",12
"2352","Convalescent/Invalid/Return Home","Other Medical/Trauma",0
"2353","Diabetic Emergency","Other Medical/Trauma",6
"2354","Drug Overdose","Other Medical/Trauma",3
"2355","Exposure","Other Medical/Trauma",6
"2356","General Illness/Weakness","Other Medical/Trauma",18
"2357","GI Problems/Pain/Vomiting/Nausea","Other Medical/Trauma",4
"2358","GU Problem/Pain","Other Medical/Trauma",0
"2359","Gynecological Emergency","Other Medical/Trauma",0
"2360","Head/Brain Trauma","Other Medical/Trauma",1
"2361","Headache","Other Medical/Trauma",2
"2362","Hemorrhage Minor","Other Medical/Trauma",2
"2363","Hemorrhage/Hypovolemia Major","Other Medical/Trauma",1
"2364","Hypotension Non-Traumatic","Other Medical/Trauma",3
"2365","Inhalation Injury","Other Medical/Trauma",0
"2366","Ischemic Chest Pain","Other Medical/Trauma",143
"2367","Lift Assist (Dispatch Only)","Other Medical/Trauma",0
"2368","Local Allergic Reaction","Other Medical/Trauma",0
"2369","Musk/Skel Trauma","Other Medical/Trauma",6
"2370","MVC (Dispatch Only)","Other Medical/Trauma",33
"2371","Myocardial Infarction(Dx)","Other Medical/Trauma",0
"2372","Newborn/Neonatal","Other Medical/Trauma",1
"2373","Obstetrical Emergency","Other Medical/Trauma",0
"2374","Obstruc./Anatomical/Med/Other","Other Medical/Trauma",0
"2375","Obstruc./Foreign Body","Other Medical/Trauma",0
"2376","Organ Donor","Other Medical/Trauma",1
"2377","Organ Retrieval","Other Medical/Trauma",0
"2378","Other Cardiac","Other Medical/Trauma",4
"2379","Other Medical/Trauma","Other Medical/Trauma",413
"2380","Palpitations","Other Medical/Trauma",0
"2381","Paralysis/Spinal Trauma","Other Medical/Trauma",0
"2382","Poisoning/Toxic Exposure","Other Medical/Trauma",0
"2383","Resp. Arrest","Other Medical/Trauma",1
"2384","Resp. Disease","Other Medical/Trauma",1
"2385","Resp. Distress","Other Medical/Trauma",107
"2386","Seizure/Post Ictal","Other Medical/Trauma",6
"2387","Sepsis (Prev. Dx)","Other Medical/Trauma",0
"2388","Stroke/TIA","Other Medical/Trauma",36
"2389","Syncope","Other Medical/Trauma",7
"2390","Trauma Unknown (Dispatch Only)","Other Medical/Trauma",17
"2391","Traumatic Arrest","Other Medical/Trauma",0
"2392","Treatment - Diagnostic/Return","Other Medical/Trauma",1
"2393","Unconscious","Other Medical/Trauma",19
"2394","Unknown (Dispatch Only)","Other Medical/Trauma",8
"2395","","Palpitations",2
"2396","Abdominal Pain NYD","Palpitations",0
"2397","Abdominal Trauma","Palpitations",0
"2398","Airway Trauma","Palpitations",0
"2399","Alcohol Intoxication","Palpitations",0
"2400","Altered LOC","Palpitations",0
"2401","Anaphylaxis","Palpitations",0
"2402","Back Pain","Palpitations",0
"2403","Behaviour/Psychiatric","Palpitations",0
"2404","Cardiac Trauma","Palpitations",0
"2405","Cardiac/Medical Arrest","Palpitations",0
"2406","Chest Trauma","Palpitations",0
"2407","CHF","Palpitations",0
"2408","Confusion/Disorientation","Palpitations",0
"2409","Convalescent/Invalid/Return Home","Palpitations",0
"2410","Diabetic Emergency","Palpitations",1
"2411","Drug Overdose","Palpitations",0
"2412","Exposure","Palpitations",0
"2413","General Illness/Weakness","Palpitations",0
"2414","GI Problems/Pain/Vomiting/Nausea","Palpitations",0
"2415","GU Problem/Pain","Palpitations",0
"2416","Gynecological Emergency","Palpitations",0
"2417","Head/Brain Trauma","Palpitations",0
"2418","Headache","Palpitations",0
"2419","Hemorrhage Minor","Palpitations",0
"2420","Hemorrhage/Hypovolemia Major","Palpitations",0
"2421","Hypotension Non-Traumatic","Palpitations",1
"2422","Inhalation Injury","Palpitations",0
"2423","Ischemic Chest Pain","Palpitations",31
"2424","Lift Assist (Dispatch Only)","Palpitations",0
"2425","Local Allergic Reaction","Palpitations",0
"2426","Musk/Skel Trauma","Palpitations",0
"2427","MVC (Dispatch Only)","Palpitations",0
"2428","Myocardial Infarction(Dx)","Palpitations",0
"2429","Newborn/Neonatal","Palpitations",0
"2430","Obstetrical Emergency","Palpitations",0
"2431","Obstruc./Anatomical/Med/Other","Palpitations",0
"2432","Obstruc./Foreign Body","Palpitations",0
"2433","Organ Donor","Palpitations",0
"2434","Organ Retrieval","Palpitations",0
"2435","Other Cardiac","Palpitations",1
"2436","Other Medical/Trauma","Palpitations",3
"2437","Palpitations","Palpitations",17
"2438","Paralysis/Spinal Trauma","Palpitations",0
"2439","Poisoning/Toxic Exposure","Palpitations",0
"2440","Resp. Arrest","Palpitations",0
"2441","Resp. Disease","Palpitations",0
"2442","Resp. Distress","Palpitations",3
"2443","Seizure/Post Ictal","Palpitations",0
"2444","Sepsis (Prev. Dx)","Palpitations",0
"2445","Stroke/TIA","Palpitations",1
"2446","Syncope","Palpitations",0
"2447","Trauma Unknown (Dispatch Only)","Palpitations",0
"2448","Traumatic Arrest","Palpitations",0
"2449","Treatment - Diagnostic/Return","Palpitations",0
"2450","Unconscious","Palpitations",0
"2451","Unknown (Dispatch Only)","Palpitations",0
"2452","","Paralysis/Spinal Trauma",0
"2453","Abdominal Pain NYD","Paralysis/Spinal Trauma",0
"2454","Abdominal Trauma","Paralysis/Spinal Trauma",0
"2455","Airway Trauma","Paralysis/Spinal Trauma",0
"2456","Alcohol Intoxication","Paralysis/Spinal Trauma",0
"2457","Altered LOC","Paralysis/Spinal Trauma",0
"2458","Anaphylaxis","Paralysis/Spinal Trauma",0
"2459","Back Pain","Paralysis/Spinal Trauma",0
"2460","Behaviour/Psychiatric","Paralysis/Spinal Trauma",0
"2461","Cardiac Trauma","Paralysis/Spinal Trauma",0
"2462","Cardiac/Medical Arrest","Paralysis/Spinal Trauma",0
"2463","Chest Trauma","Paralysis/Spinal Trauma",0
"2464","CHF","Paralysis/Spinal Trauma",0
"2465","Confusion/Disorientation","Paralysis/Spinal Trauma",0
"2466","Convalescent/Invalid/Return Home","Paralysis/Spinal Trauma",0
"2467","Diabetic Emergency","Paralysis/Spinal Trauma",0
"2468","Drug Overdose","Paralysis/Spinal Trauma",0
"2469","Exposure","Paralysis/Spinal Trauma",0
"2470","General Illness/Weakness","Paralysis/Spinal Trauma",0
"2471","GI Problems/Pain/Vomiting/Nausea","Paralysis/Spinal Trauma",0
"2472","GU Problem/Pain","Paralysis/Spinal Trauma",0
"2473","Gynecological Emergency","Paralysis/Spinal Trauma",0
"2474","Head/Brain Trauma","Paralysis/Spinal Trauma",0
"2475","Headache","Paralysis/Spinal Trauma",0
"2476","Hemorrhage Minor","Paralysis/Spinal Trauma",0
"2477","Hemorrhage/Hypovolemia Major","Paralysis/Spinal Trauma",0
"2478","Hypotension Non-Traumatic","Paralysis/Spinal Trauma",0
"2479","Inhalation Injury","Paralysis/Spinal Trauma",0
"2480","Ischemic Chest Pain","Paralysis/Spinal Trauma",0
"2481","Lift Assist (Dispatch Only)","Paralysis/Spinal Trauma",0
"2482","Local Allergic Reaction","Paralysis/Spinal Trauma",0
"2483","Musk/Skel Trauma","Paralysis/Spinal Trauma",0
"2484","MVC (Dispatch Only)","Paralysis/Spinal Trauma",2
"2485","Myocardial Infarction(Dx)","Paralysis/Spinal Trauma",0
"2486","Newborn/Neonatal","Paralysis/Spinal Trauma",0
"2487","Obstetrical Emergency","Paralysis/Spinal Trauma",0
"2488","Obstruc./Anatomical/Med/Other","Paralysis/Spinal Trauma",0
"2489","Obstruc./Foreign Body","Paralysis/Spinal Trauma",0
"2490","Organ Donor","Paralysis/Spinal Trauma",0
"2491","Organ Retrieval","Paralysis/Spinal Trauma",0
"2492","Other Cardiac","Paralysis/Spinal Trauma",0
"2493","Other Medical/Trauma","Paralysis/Spinal Trauma",0
"2494","Palpitations","Paralysis/Spinal Trauma",0
"2495","Paralysis/Spinal Trauma","Paralysis/Spinal Trauma",0
"2496","Poisoning/Toxic Exposure","Paralysis/Spinal Trauma",0
"2497","Resp. Arrest","Paralysis/Spinal Trauma",0
"2498","Resp. Disease","Paralysis/Spinal Trauma",0
"2499","Resp. Distress","Paralysis/Spinal Trauma",0
"2500","Seizure/Post Ictal","Paralysis/Spinal Trauma",0
"2501","Sepsis (Prev. Dx)","Paralysis/Spinal Trauma",0
"2502","Stroke/TIA","Paralysis/Spinal Trauma",0
"2503","Syncope","Paralysis/Spinal Trauma",0
"2504","Trauma Unknown (Dispatch Only)","Paralysis/Spinal Trauma",0
"2505","Traumatic Arrest","Paralysis/Spinal Trauma",0
"2506","Treatment - Diagnostic/Return","Paralysis/Spinal Trauma",0
"2507","Unconscious","Paralysis/Spinal Trauma",0
"2508","Unknown (Dispatch Only)","Paralysis/Spinal Trauma",0
"2509","","Poisoning/Toxic Exposure",2
"2510","Abdominal Pain NYD","Poisoning/Toxic Exposure",0
"2511","Abdominal Trauma","Poisoning/Toxic Exposure",0
"2512","Airway Trauma","Poisoning/Toxic Exposure",0
"2513","Alcohol Intoxication","Poisoning/Toxic Exposure",0
"2514","Altered LOC","Poisoning/Toxic Exposure",0
"2515","Anaphylaxis","Poisoning/Toxic Exposure",0
"2516","Back Pain","Poisoning/Toxic Exposure",0
"2517","Behaviour/Psychiatric","Poisoning/Toxic Exposure",0
"2518","Cardiac Trauma","Poisoning/Toxic Exposure",0
"2519","Cardiac/Medical Arrest","Poisoning/Toxic Exposure",0
"2520","Chest Trauma","Poisoning/Toxic Exposure",0
"2521","CHF","Poisoning/Toxic Exposure",0
"2522","Confusion/Disorientation","Poisoning/Toxic Exposure",0
"2523","Convalescent/Invalid/Return Home","Poisoning/Toxic Exposure",0
"2524","Diabetic Emergency","Poisoning/Toxic Exposure",1
"2525","Drug Overdose","Poisoning/Toxic Exposure",0
"2526","Exposure","Poisoning/Toxic Exposure",0
"2527","General Illness/Weakness","Poisoning/Toxic Exposure",0
"2528","GI Problems/Pain/Vomiting/Nausea","Poisoning/Toxic Exposure",0
"2529","GU Problem/Pain","Poisoning/Toxic Exposure",0
"2530","Gynecological Emergency","Poisoning/Toxic Exposure",0
"2531","Head/Brain Trauma","Poisoning/Toxic Exposure",0
"2532","Headache","Poisoning/Toxic Exposure",0
"2533","Hemorrhage Minor","Poisoning/Toxic Exposure",0
"2534","Hemorrhage/Hypovolemia Major","Poisoning/Toxic Exposure",0
"2535","Hypotension Non-Traumatic","Poisoning/Toxic Exposure",0
"2536","Inhalation Injury","Poisoning/Toxic Exposure",0
"2537","Ischemic Chest Pain","Poisoning/Toxic Exposure",0
"2538","Lift Assist (Dispatch Only)","Poisoning/Toxic Exposure",0
"2539","Local Allergic Reaction","Poisoning/Toxic Exposure",0
"2540","Musk/Skel Trauma","Poisoning/Toxic Exposure",0
"2541","MVC (Dispatch Only)","Poisoning/Toxic Exposure",0
"2542","Myocardial Infarction(Dx)","Poisoning/Toxic Exposure",0
"2543","Newborn/Neonatal","Poisoning/Toxic Exposure",0
"2544","Obstetrical Emergency","Poisoning/Toxic Exposure",0
"2545","Obstruc./Anatomical/Med/Other","Poisoning/Toxic Exposure",0
"2546","Obstruc./Foreign Body","Poisoning/Toxic Exposure",0
"2547","Organ Donor","Poisoning/Toxic Exposure",0
"2548","Organ Retrieval","Poisoning/Toxic Exposure",0
"2549","Other Cardiac","Poisoning/Toxic Exposure",0
"2550","Other Medical/Trauma","Poisoning/Toxic Exposure",0
"2551","Palpitations","Poisoning/Toxic Exposure",0
"2552","Paralysis/Spinal Trauma","Poisoning/Toxic Exposure",0
"2553","Poisoning/Toxic Exposure","Poisoning/Toxic Exposure",5
"2554","Resp. Arrest","Poisoning/Toxic Exposure",0
"2555","Resp. Disease","Poisoning/Toxic Exposure",0
"2556","Resp. Distress","Poisoning/Toxic Exposure",1
"2557","Seizure/Post Ictal","Poisoning/Toxic Exposure",0
"2558","Sepsis (Prev. Dx)","Poisoning/Toxic Exposure",0
"2559","Stroke/TIA","Poisoning/Toxic Exposure",0
"2560","Syncope","Poisoning/Toxic Exposure",0
"2561","Trauma Unknown (Dispatch Only)","Poisoning/Toxic Exposure",0
"2562","Traumatic Arrest","Poisoning/Toxic Exposure",0
"2563","Treatment - Diagnostic/Return","Poisoning/Toxic Exposure",0
"2564","Unconscious","Poisoning/Toxic Exposure",0
"2565","Unknown (Dispatch Only)","Poisoning/Toxic Exposure",0
"2566","","Resp. Arrest",0
"2567","Abdominal Pain NYD","Resp. Arrest",0
"2568","Abdominal Trauma","Resp. Arrest",0
"2569","Airway Trauma","Resp. Arrest",0
"2570","Alcohol Intoxication","Resp. Arrest",0
"2571","Altered LOC","Resp. Arrest",0
"2572","Anaphylaxis","Resp. Arrest",1
"2573","Back Pain","Resp. Arrest",0
"2574","Behaviour/Psychiatric","Resp. Arrest",0
"2575","Cardiac Trauma","Resp. Arrest",0
"2576","Cardiac/Medical Arrest","Resp. Arrest",0
"2577","Chest Trauma","Resp. Arrest",0
"2578","CHF","Resp. Arrest",0
"2579","Confusion/Disorientation","Resp. Arrest",0
"2580","Convalescent/Invalid/Return Home","Resp. Arrest",0
"2581","Diabetic Emergency","Resp. Arrest",0
"2582","Drug Overdose","Resp. Arrest",0
"2583","Exposure","Resp. Arrest",0
"2584","General Illness/Weakness","Resp. Arrest",1
"2585","GI Problems/Pain/Vomiting/Nausea","Resp. Arrest",0
"2586","GU Problem/Pain","Resp. Arrest",0
"2587","Gynecological Emergency","Resp. Arrest",0
"2588","Head/Brain Trauma","Resp. Arrest",0
"2589","Headache","Resp. Arrest",0
"2590","Hemorrhage Minor","Resp. Arrest",0
"2591","Hemorrhage/Hypovolemia Major","Resp. Arrest",0
"2592","Hypotension Non-Traumatic","Resp. Arrest",0
"2593","Inhalation Injury","Resp. Arrest",0
"2594","Ischemic Chest Pain","Resp. Arrest",0
"2595","Lift Assist (Dispatch Only)","Resp. Arrest",0
"2596","Local Allergic Reaction","Resp. Arrest",0
"2597","Musk/Skel Trauma","Resp. Arrest",0
"2598","MVC (Dispatch Only)","Resp. Arrest",0
"2599","Myocardial Infarction(Dx)","Resp. Arrest",0
"2600","Newborn/Neonatal","Resp. Arrest",0
"2601","Obstetrical Emergency","Resp. Arrest",0
"2602","Obstruc./Anatomical/Med/Other","Resp. Arrest",0
"2603","Obstruc./Foreign Body","Resp. Arrest",0
